Object_ID,Target_Class,Speed_mps,Altitude_m,Latitude,Longitude,Heading_deg,Pitch_deg,Roll_deg,Yaw_deg,Climb_Rate_mps,Acceleration_mps2,Turn_Rate_degps,Range_From_Radar_km,Bearing_deg,Radar_Cross_Section_m2,Doppler_Shift_Hz,Signal_to_Noise_Ratio_dB,Radar_Return_Strength,Infrared_Intensity,Engine_Type,Heat_Signature,Length_m,Wingspan_m,Estimated_Mass_kg,Flight_Profile,Maneuverability_Index,Max_G_Load,Weather,Visibility_km,Wind_Speed_mps,Temperature_C,Humidity_pct,Radar_Band,Sensor_Type,Detection_Time_ms,Tracking_Confidence,Track_Age_s,Number_of_Tracks,Electronic_Jamming,Chaff_Flares_Detected,Stealth_Category,Threat_Level,Target_Label
757,Fighter,525.9,17993.3,45.03044,48.96572,228,3,0.4,81,36.2,9.22,11.7,142.7,211,18.97,46907,26.9,0.867,Medium,Jet,High,4.3,9,111844,Combat,4,3,Storm,24.6,11.7,16.4,31,C,AWACS,326,0.902,285.6,161,Strong,No,High,Low,Fighter
758,Ballistic Missile,3127.1,49914.8,-46.49719,-5.68477,269,11.2,42.9,85,-21.1,13.16,8.81,346.7,222,48.95,16336,25,0.469,High,Rocket,Very High,12,41.7,27720,Ballistic,8,7,Storm,22.1,1,-5.8,31,X,AESA,5,0.734,580.8,17,Moderate,No,Low,High,Ballistic Missile
759,Hypersonic Missile,3077.5,18947,28.54116,-64.33403,91,-6.4,24.8,50,15.5,0.54,9.96,314,12,29.07,-3593,29.4,0.965,Medium,Scramjet,Very High,35.8,23.6,172368,Glide,3,19,Rain,17.1,10.6,18.5,60,C,IRST,10,0.898,96.1,67,Weak,Yes,Medium,High,Hypersonic Missile
760,Fighter,239.8,46722,-39.09223,-24.25614,236,-16.9,30.8,299,15.5,7.49,6.9,251.1,239,48.43,-17810,35.4,0.761,Medium,Jet,High,12.3,25,39323,Combat,7,30,Clear,17.1,16.6,-18.6,25,S,Ground Radar,400,0.564,553.3,36,Moderate,Yes,High,High,Fighter
761,Hypersonic Missile,2410.6,11158.6,-25.35448,31.7689,106,-2.6,3,34,-7.8,6.97,23.35,124.7,342,32.32,-225,7.8,0.706,High,Scramjet,Very High,31.3,50.6,139609,Glide,10,26,Rain,4.4,23.3,-0.9,31,X,Ground Radar,383,0.717,143.8,100,,Yes,High,Medium,Hypersonic Missile
762,Ballistic Missile,3841.6,49397.1,20.66394,72.5507,289,10.3,21.6,171,39,5.61,22.15,136.3,79,4.18,-31538,27.7,0.443,High,Rocket,Very High,4.8,56.4,127881,Ballistic,3,25,Clear,19.8,1.8,44.2,64,C,Ground Radar,304,0.904,303.1,14,Moderate,Yes,Low,High,Ballistic Missile
763,Cruise Missile,268.4,6617.4,-41.19281,53.21712,326,-2.1,-27.2,246,-38.2,7.37,25.66,305.7,264,12.04,-19287,17.3,0.974,Low,Turbojet,Medium,36.3,9.7,91892,Terrain Following,9,30,Storm,11.5,17.2,24.3,92,X,AESA,191,0.798,599.2,159,Strong,Yes,Medium,Medium,Cruise Missile
764,Ballistic Missile,3177,17520.9,10.35687,41.06988,142,4.6,13.8,187,-28.3,-0.81,24.73,149.3,180,44.83,36747,8,0.344,Medium,Rocket,Very High,32.3,44.4,59858,Ballistic,10,20,Storm,21.9,15.3,33.2,47,C,AWACS,498,0.908,161.6,108,Strong,Yes,High,High,Ballistic Missile
765,UAV,53.1,289.5,-7.29558,104.40924,13,4,-33.3,113,-35,13.07,27.61,208.9,248,3.68,1440,12.7,0.171,High,Electric,Low,40.5,41,183035,Loiter,8,28,Storm,17.9,2.8,23.5,94,C,AESA,116,0.569,237.1,44,Strong,No,Low,Low,UAV
766,UAV,75.8,43225.4,49.25106,115.45759,9,11.9,-50.8,291,26.8,12.85,28.4,68.6,266,23.24,39217,35,0.424,Very High,Electric,Low,46.9,10.2,121081,Loiter,4,29,Rain,19.9,8.4,2,80,L,IRST,143,0.543,221.3,9,,Yes,Low,Medium,UAV
767,UAV,36.4,18957.4,-38.635,92.5548,228,10.6,-8.7,182,37.8,-3.08,11.56,334.2,311,45.83,-44206,14.8,0.264,Low,Electric,Low,32.5,59.8,142061,Loiter,3,24,Clear,19.8,8.4,16.7,51,C,IRST,226,0.571,551.8,182,Moderate,Yes,Medium,Medium,UAV
768,Cruise Missile,262.5,2454.5,-15.19606,16.12791,268,-17.6,-34.8,258,-46,6.93,26.75,301.2,285,9.01,16806,14.5,0.566,Medium,Turbojet,Medium,12.2,29.6,25837,Terrain Following,3,6,Fog,29.3,22.2,-3.4,94,X,AESA,127,0.645,143,197,Strong,No,Low,Low,Cruise Missile
769,Ballistic Missile,6016.1,48773.8,-55.28385,118.48625,182,1.8,40.9,132,20.3,14.61,9.11,36.1,184,13.52,21028,34,0.846,Very High,Rocket,Very High,47.5,49.4,40337,Ballistic,9,19,Clear,29.5,4.1,37.7,23,C,IRST,380,0.71,291.9,38,Moderate,No,Medium,Medium,Ballistic Missile
770,Cruise Missile,198.1,27295.4,-26.0717,116.02906,11,14.9,-23.9,291,31,12.92,29.12,121.3,43,44.11,-31785,14.7,0.213,Low,Turbojet,Medium,23.4,17.3,36554,Terrain Following,1,9,Storm,1.6,4,-11,30,L,Ground Radar,403,0.774,330.2,96,Weak,Yes,Low,Medium,Cruise Missile
771,Ballistic Missile,6524.7,7092,33.16399,0.0153,301,5.4,-44.1,188,-23.7,2.86,0.3,295.7,334,37.05,11887,29.1,0.751,High,Rocket,Very High,24.9,36,55628,Ballistic,10,21,Clear,4.4,21.9,-16.7,48,L,AWACS,93,0.619,570.8,191,Moderate,No,Medium,Medium,Ballistic Missile
772,UAV,61.5,19200.7,7.94889,-106.23513,84,-19.2,-23,133,-44.7,-3.19,4.72,292,48,36.16,44533,14.8,0.512,High,Electric,Low,11.2,43.5,74671,Loiter,7,17,Fog,15.3,13.2,20.8,46,S,AESA,472,0.842,127.8,114,Strong,Yes,High,Low,UAV
773,Helicopter,87.1,24387.8,53.15968,10.3712,202,19.5,58.6,299,-43.7,-2.41,26.66,192.8,333,42.78,-27805,28,0.212,Medium,Turboshaft,Medium,36.6,18.1,190268,Hover,8,10,Clear,7.6,2.4,9,70,C,IRST,478,0.764,179.2,185,,Yes,Medium,Medium,Helicopter
774,Fighter,631.8,7229.5,58.93424,169.75322,92,-10.7,-59.2,144,2.2,7.57,13.82,81.8,28,38.92,-46606,9.5,0.464,Medium,Jet,High,46.7,16.2,72294,Combat,3,18,Rain,10.2,7.5,13.3,14,X,AESA,455,0.739,76.6,161,,Yes,High,Medium,Fighter
775,Fighter,218.8,41546,22.17258,0.34227,71,5.9,-26.8,51,17,0.43,1.68,29.9,95,29.96,12469,38.6,0.64,Medium,Jet,High,15.7,19.4,24689,Combat,7,8,Storm,11.1,12.6,13.2,65,S,Ground Radar,431,0.518,357.7,76,Weak,No,Low,High,Fighter
776,Ballistic Missile,4888,41672.7,20.96086,-104.86887,282,2,35.6,90,-43.7,-0.19,17.26,173.9,43,24.75,48311,23,0.67,Medium,Rocket,Very High,31.3,42.9,119280,Ballistic,5,27,Clear,14,14.8,-9.2,52,S,AWACS,500,0.595,440.5,155,Moderate,No,Medium,High,Ballistic Missile
777,Cruise Missile,264.1,45942.6,-13.25159,-100.62451,57,-2.5,31.6,134,-0.9,9.09,10.32,68.5,156,9.3,-7426,13.3,0.031,High,Turbojet,Medium,5.5,23.8,54232,Terrain Following,1,26,Storm,13.9,21.5,-8.7,35,X,Ground Radar,117,0.758,553.1,126,Strong,No,High,Medium,Cruise Missile
778,Ballistic Missile,5758.6,49174.8,20.9747,-93.84375,106,16.8,30.2,278,-28.5,14.93,17.02,217.4,232,43.62,-17149,16.8,0.961,Very High,Rocket,Very High,9.1,19,3464,Ballistic,5,3,Rain,22.4,19.9,32.8,46,X,Ground Radar,148,0.514,573.2,34,Moderate,No,Medium,Medium,Ballistic Missile
779,Ballistic Missile,3883.7,9552.9,11.6541,-42.43336,280,9.8,54.4,185,-10.9,0.5,13.66,129.5,265,1.98,27986,20.8,0.452,Very High,Rocket,Very High,2.5,53.1,13380,Ballistic,6,13,Fog,20.8,10.2,13.2,78,L,AWACS,10,0.773,72.7,2,,No,High,High,Ballistic Missile
780,Hypersonic Missile,2910.9,18840.2,6.80148,21.51193,317,5.8,-37.8,64,20.8,2.08,25.37,354.4,234,21.16,-11080,19,0.004,High,Scramjet,Very High,39.8,19.7,121677,Glide,2,11,Rain,19.7,24.5,-11.6,47,L,AWACS,27,0.923,578,25,,Yes,High,Low,Hypersonic Missile
781,Hypersonic Missile,2775.4,6543.9,-6.96217,98.02936,121,12.4,-35.5,297,12.2,0.17,17.98,199.3,181,4.35,-4014,33.9,0.951,Very High,Scramjet,Very High,18.5,20.2,14686,Glide,8,29,Clear,18.8,8.1,41,17,C,AWACS,162,0.545,252.8,117,Moderate,Yes,High,High,Hypersonic Missile
782,Hypersonic Missile,2203.3,12739.4,-24.24818,96.86466,28,-10.9,-33.3,62,-43.1,1.6,1.29,16.8,105,38.07,-17268,30.1,0.058,High,Scramjet,Very High,38.3,53.7,115172,Glide,10,14,Storm,27.3,15,0,10,S,AWACS,457,0.629,41.9,20,Moderate,Yes,Low,High,Hypersonic Missile
783,Transport Aircraft,221.6,8250.2,45.67841,137.75874,61,4.8,5.5,214,2.6,7.9,17.83,101.4,112,48.57,23125,34.3,0.007,Very High,Turbofan,High,26,10.4,29243,Cruise,10,13,Storm,25.6,5.8,-7,66,C,AWACS,38,0.917,230.8,39,Weak,Yes,High,Medium,Transport Aircraft
784,Cruise Missile,205.5,20334.5,-28.02286,127.05282,349,-1.1,-17,354,22.5,9.39,10.9,18.9,334,15.45,-44989,39.7,0.534,Very High,Turbojet,Medium,31.1,41.7,14893,Terrain Following,3,11,Rain,5.5,8.5,39.5,80,C,IRST,314,0.955,295.3,188,,No,High,High,Cruise Missile
785,Transport Aircraft,252.7,642.5,38.91728,-42.97403,277,-5.1,-22.5,257,17.6,-3.24,18.82,46.9,145,40.52,-5378,18.3,0.622,Medium,Turbofan,High,22.7,0.1,84343,Cruise,2,12,Clear,19.8,15.4,38.9,42,S,Ground Radar,326,0.741,573.7,27,Strong,Yes,Low,High,Transport Aircraft
786,UAV,64.5,49546.9,-41.22578,-44.69554,313,7.7,26.4,178,-48.2,-4.89,11.94,49.9,52,7.85,24577,5.3,0.563,Very High,Electric,Low,32.9,32.8,83104,Loiter,10,19,Clear,10.4,18.6,42.6,18,S,AWACS,8,0.83,104.7,198,Strong,Yes,High,Medium,UAV
787,Hypersonic Missile,2507.9,20611.5,-30.5122,-55.67446,93,15.3,-9.7,333,-28.9,9.86,13.81,364.8,290,48.31,24932,13.3,0.376,High,Scramjet,Very High,31,39.2,44092,Glide,9,16,Storm,14.7,12.9,-10.1,70,C,IRST,63,0.659,287.3,53,Weak,No,Medium,Low,Hypersonic Missile
788,Transport Aircraft,239.8,28242.6,-34.04892,-30.14191,301,17.6,-11.6,182,28,15.58,29.94,348.1,124,48.17,-46604,17.7,0.524,Low,Turbofan,High,6.8,16.8,118875,Cruise,9,17,Fog,28,2.1,8.2,34,X,IRST,202,0.928,205.4,160,Strong,Yes,High,High,Transport Aircraft
789,Transport Aircraft,221.9,45332.2,-4.91169,-152.93883,359,-16.7,-21.1,233,-25.5,5.19,5.39,390.8,336,27.9,34147,19.1,0.89,Very High,Turbofan,High,31.8,47.7,180196,Cruise,9,26,Clear,10,9.1,37.7,24,C,AESA,182,0.861,593.2,68,Moderate,No,Low,High,Transport Aircraft
790,UAV,30.7,24032.1,26.81737,-160.19083,216,12.6,16.1,86,-34.7,15.17,5.58,328.3,29,21.49,19397,23.6,0.29,Low,Electric,Low,15.8,2.2,193056,Loiter,8,26,Rain,27.6,1.1,31.1,44,S,AESA,304,0.73,160.3,98,Weak,Yes,High,Medium,UAV
791,Hypersonic Missile,2360.7,14976.1,-9.88429,101.36026,5,-18,-13.1,110,-27.7,-2.93,24.15,192.6,56,41.96,-48521,15.9,0.825,High,Scramjet,Very High,6.7,53.4,77793,Glide,7,5,Clear,17.9,0.8,42.6,46,L,AWACS,209,0.8,334.2,149,Strong,Yes,Medium,Low,Hypersonic Missile
792,UAV,73,13263.3,-43.41379,50.73675,277,-16.1,11.7,6,-9.2,15.03,24.22,95.9,246,10.43,-36747,26.9,0.552,Low,Electric,Low,16.5,1.1,35712,Loiter,4,3,Rain,26.7,21.7,37.9,39,C,Ground Radar,16,0.762,454,90,Moderate,No,High,High,UAV
793,Helicopter,59.9,47796.6,14.25431,-84.56132,97,-9.1,51.9,297,-42.3,14.47,11.48,318.7,171,7.84,-9883,38,0.925,Very High,Turboshaft,Medium,18.2,18.4,172729,Hover,6,26,Storm,7.7,4.9,25.7,22,S,IRST,185,0.503,410.6,97,Weak,Yes,Medium,Low,Helicopter
794,UAV,53.2,41100.4,26.85815,112.08918,213,9.1,44.5,122,-5.4,6.87,29.82,132.7,255,49.21,44702,28,0.587,Low,Electric,Low,29.4,57.1,118279,Loiter,7,17,Fog,27.1,14,15.5,54,S,IRST,341,0.57,232.8,93,,Yes,Low,High,UAV
795,Fighter,182.9,21792.7,-19.08914,0.58835,264,-8.3,59.9,231,30.2,-1.82,0.62,214.7,70,7.95,-16050,25.3,0.17,Low,Jet,High,20.2,49.3,92018,Combat,7,18,Rain,15,9.6,-9,24,C,Ground Radar,466,0.769,37.6,177,Weak,Yes,Low,Low,Fighter
796,UAV,39.8,24088.3,-11.86134,-117.15942,282,12.7,-0.1,61,19.6,5.86,22.05,11.7,91,30.34,-3971,35.6,0.2,Very High,Electric,Low,46.5,5.2,1233,Loiter,1,2,Fog,8.2,24.2,-0.1,41,L,AESA,88,0.719,83.6,103,,No,High,Low,UAV
797,Helicopter,46.6,41966.8,-43.04996,52.02002,129,-5.4,-56.3,280,39.7,11.97,7.31,334.5,70,22.52,-41981,35.4,0.153,High,Turboshaft,Medium,27.6,30.3,191024,Hover,5,8,Clear,7.4,24.7,36.7,26,S,IRST,228,0.977,104,154,,No,Low,Low,Helicopter
798,Transport Aircraft,247,46993,-4.62098,-54.7219,89,-9.5,1.5,318,-6,2.96,25.57,2,101,18.72,32166,18.5,0.699,Medium,Turbofan,High,5.9,44.3,8469,Cruise,10,25,Storm,19.5,1.2,3.6,84,X,Ground Radar,491,0.895,33.6,91,,Yes,High,High,Transport Aircraft
799,Ballistic Missile,3301,34256.8,19.99027,107.53113,353,9.2,-20.9,50,-22.4,5.36,27.28,307.8,136,9.57,13863,34.4,0.05,Very High,Rocket,Very High,40.6,28.5,29571,Ballistic,6,3,Rain,6.2,17.5,-12.3,26,C,IRST,169,0.724,8.2,98,,No,Low,High,Ballistic Missile
800,UAV,21.3,41084.6,43.63381,60.59655,178,17,59.8,309,-1.8,8.14,1.39,286.1,90,5.52,-31407,21.4,0.977,Low,Electric,Low,7.3,33,49279,Loiter,4,3,Clear,9,3,21.2,68,X,AESA,235,0.626,75.4,26,Strong,No,High,High,UAV
801,Hypersonic Missile,2671.9,16588.6,-42.8746,-69.26256,307,-14.2,40.5,21,-1,4.78,19.9,144.6,205,35.41,31710,18.7,0.334,Very High,Scramjet,Very High,16.1,27.2,151927,Glide,9,26,Storm,25.7,9,25.9,42,C,IRST,103,0.641,93.1,46,Moderate,Yes,Medium,High,Hypersonic Missile
802,Transport Aircraft,256.6,21213.3,29.5575,133.75854,240,-11.5,3.4,21,32,1.79,4.92,82.5,257,19.24,26964,8.1,0.939,Low,Turbofan,High,14.5,45.5,41249,Cruise,8,9,Fog,21.6,1.6,21.8,80,S,Ground Radar,226,0.855,346.1,151,Moderate,No,Low,Medium,Transport Aircraft
803,Cruise Missile,231.5,11822.7,21.97893,-28.49908,25,14.2,-35.8,318,-45,6.49,8.15,397.5,274,5.56,-41118,32.3,0.214,Low,Turbojet,Medium,13,27.1,167300,Terrain Following,9,21,Fog,8.3,20.2,41,82,S,IRST,265,0.504,67.6,57,Strong,Yes,Medium,Low,Cruise Missile
804,Fighter,503.2,30889.9,-56.51832,-99.52372,287,-9.9,-54.2,202,-40,9.01,26.73,216,111,24.3,-4077,14.3,0.345,High,Jet,High,13.4,52.5,32636,Combat,6,4,Storm,12.2,1.9,25.7,10,L,AESA,345,0.623,418.8,68,Strong,No,High,Medium,Fighter
805,Cruise Missile,185.5,4608.9,34.92365,67.4425,344,-6.6,-15.9,195,-6.6,-3.62,19.37,294.4,230,21.39,-29669,16.9,0.723,Medium,Turbojet,Medium,20.8,39.8,120170,Terrain Following,2,26,Clear,3.9,3.5,34.3,21,X,AWACS,45,0.886,345,161,Weak,Yes,Low,Medium,Cruise Missile
806,UAV,77.5,47997.6,43.7716,-166.00151,352,18.1,-39.1,113,7.7,12.44,18.8,14.4,99,38.57,-43619,8,0.847,Medium,Electric,Low,37.1,30.8,52351,Loiter,8,27,Storm,7.3,18.8,-2.6,24,S,AWACS,105,0.59,406.4,33,,No,High,High,UAV
807,Ballistic Missile,2650.2,38981,37.88559,41.70675,160,-6.5,-32.1,115,-29.9,5.96,25.16,53.2,271,8.05,45058,12.8,0.669,Medium,Rocket,Very High,17.6,6.1,129471,Ballistic,9,11,Fog,5.5,22.7,10.2,72,X,AESA,399,0.951,186.4,139,Moderate,No,Medium,Low,Ballistic Missile
808,Cruise Missile,276.2,31066.2,-44.66392,32.62722,98,10.4,-10.7,129,-37,16.36,28.88,149,202,0.72,1922,17.8,0.959,Low,Turbojet,Medium,38.9,1.7,128807,Terrain Following,1,5,Storm,20.9,16.8,-4,18,L,Ground Radar,40,0.736,159.3,167,Strong,Yes,High,Medium,Cruise Missile
809,Ballistic Missile,4219.1,15942.2,48.27942,-176.07471,126,-1.2,-16.5,231,-34.1,18.4,15.84,54.3,125,20.91,-13274,8.2,0.426,Low,Rocket,Very High,10.2,47.3,78764,Ballistic,1,5,Fog,3.9,10.3,6.4,73,L,AWACS,215,0.659,306.3,3,Moderate,Yes,High,Medium,Ballistic Missile
810,Cruise Missile,264.8,10725.8,-58.71887,-127.85062,17,-12.3,-14.1,159,-22.7,1.64,15.26,317.8,153,27.8,-41061,7.1,0.478,Very High,Turbojet,Medium,9,44.5,11056,Terrain Following,3,27,Rain,21.6,19.4,34.9,20,S,IRST,272,0.569,532,104,,No,Medium,High,Cruise Missile
811,Fighter,628.5,14928.7,23.49632,14.66906,229,-10.8,-23.7,110,1.1,6.75,26.68,97.7,1,8.73,-47912,27.1,0.737,Low,Jet,High,5.6,58.7,35933,Combat,6,3,Storm,28.2,12.8,18.8,39,L,Ground Radar,254,0.659,593.8,99,Weak,No,Low,High,Fighter
812,Helicopter,54.5,22435.6,-17.00495,-22.20036,106,-8.5,18.3,53,5.8,-1.2,3.08,140,295,39.66,15033,23.2,0.7,Very High,Turboshaft,Medium,33.1,15.5,34303,Hover,5,28,Rain,4.9,16.7,0.3,81,C,Ground Radar,195,0.757,484.3,111,,Yes,Low,Low,Helicopter
813,Transport Aircraft,226.1,3002.4,-59.34145,-127.89049,300,16.9,-7.4,6,44,-2.69,14.64,99.3,314,36.43,-29134,20.8,0.765,Low,Turbofan,High,18.9,45.5,9791,Cruise,10,5,Fog,3.8,19.6,-16.9,98,L,Ground Radar,380,0.757,393.6,119,Moderate,Yes,Medium,Medium,Transport Aircraft
814,Transport Aircraft,223.2,47751.4,-27.02946,-33.85877,344,13.7,-58.6,307,-28.3,11.15,1.78,111.3,81,39.33,24836,18.9,0.266,High,Turbofan,High,7.2,5.1,7984,Cruise,8,17,Storm,4.7,5.5,-19.7,32,L,AESA,25,0.621,333.2,107,Weak,Yes,Low,Medium,Transport Aircraft
815,Cruise Missile,251.1,23881.4,-39.59917,83.08352,1,-10,3.4,163,27.3,15.46,28.68,342.4,12,45.91,-29394,23.1,0.513,Very High,Turbojet,Medium,12.8,20.5,60704,Terrain Following,4,24,Clear,7.1,3.2,-17,93,X,AWACS,165,0.768,409.9,88,Weak,Yes,Low,High,Cruise Missile
816,Hypersonic Missile,2933.7,6108.2,36.59522,60.46846,185,-6.8,-12.9,37,-25.2,14.82,25.07,316.2,164,3.52,8012,20.7,0.515,Medium,Scramjet,Very High,24.6,58.1,133676,Glide,8,21,Rain,5.9,23.4,26.6,96,L,IRST,330,0.69,260.3,33,Strong,No,Medium,High,Hypersonic Missile
817,Ballistic Missile,3695.9,28730.2,27.31144,-25.32215,250,-3.2,33.9,184,45.8,3.75,15.61,119.1,346,19.42,-18673,25.5,0.514,High,Rocket,Very High,36.9,5,58959,Ballistic,8,18,Clear,22.8,19.4,36.5,28,S,Ground Radar,497,0.798,318.8,81,Moderate,Yes,High,Low,Ballistic Missile
818,Transport Aircraft,222.8,16514.8,-29.55917,6.29587,338,2.9,-44,127,-32.8,5.39,17.94,47.1,202,40.69,-11824,19.6,0.945,Low,Turbofan,High,36.4,23,70323,Cruise,1,3,Clear,13.7,12.7,-11.1,24,C,IRST,480,0.984,337.6,158,Strong,No,High,High,Transport Aircraft
819,Transport Aircraft,216.8,6168.5,-45.91337,7.97942,37,-11,-28.8,287,-13.7,4.01,22.32,1.5,151,21.73,-37837,11.3,0.253,Medium,Turbofan,High,2.8,40.8,194437,Cruise,1,6,Storm,15.1,17.8,23.2,53,S,AWACS,335,0.739,307,138,Moderate,Yes,Medium,Medium,Transport Aircraft
820,Fighter,192.7,126.3,24.0277,175.34542,228,-6.5,-4.4,78,-29.7,12.23,0.48,359.3,152,4.69,11961,24.8,0.897,High,Jet,High,9.5,9.4,50948,Combat,6,27,Clear,2.4,7.7,22.3,95,X,Ground Radar,164,0.652,227.8,96,Strong,No,High,High,Fighter
821,UAV,74.8,38383.7,-4.46454,38.6827,79,-19.9,15.5,62,15.2,1.15,5.1,202,347,15.78,-28127,34.2,0.025,Medium,Electric,Low,20.8,12.6,186786,Loiter,3,20,Clear,27.3,2,16.5,77,L,IRST,165,0.828,477.7,5,Strong,No,High,Medium,UAV
822,Fighter,379.2,26998.8,-39.25861,-88.70887,22,10.8,22.1,201,-39.4,5.35,7.05,278.7,279,13.88,-4729,25.3,0.044,Medium,Jet,High,24.3,45.2,95681,Combat,8,5,Clear,8.3,15.1,-15.5,20,L,IRST,298,0.853,450.8,134,Moderate,No,Low,Medium,Fighter
823,UAV,49.6,35036.4,-30.91225,-68.53644,261,-1.9,-59.2,224,-1.1,3.93,9.06,73.7,129,8.1,29572,18.9,0.963,High,Electric,Low,48.1,48.9,43506,Loiter,7,12,Fog,29.1,4.7,33.4,31,S,AESA,322,0.736,562.9,88,Moderate,No,Medium,Low,UAV
824,Transport Aircraft,251.3,26489.8,-20.12867,17.60895,108,0.3,26.7,138,18.1,14.95,19.45,251.1,112,46.53,-14303,28.8,0.373,Medium,Turbofan,High,31.6,41.5,168012,Cruise,1,20,Fog,25.3,21.9,-1.1,10,C,IRST,106,0.744,106.5,118,Moderate,Yes,Medium,Medium,Transport Aircraft
825,Cruise Missile,278.9,22613.8,-45.75619,178.07045,130,-9.7,-42.8,320,-3.5,9.5,2.23,325.1,196,5.54,-17498,23,0.731,Low,Turbojet,Medium,20.6,30.9,97678,Terrain Following,1,7,Rain,7.7,13.3,24.3,15,X,Ground Radar,314,0.865,262.2,175,Weak,Yes,Low,Medium,Cruise Missile
826,Transport Aircraft,219.4,47696.7,-30.03235,32.6831,69,-0.4,7.7,147,33.9,-4.97,21.01,26.5,161,17.06,7551,30.9,0.351,Low,Turbofan,High,26,24.6,132779,Cruise,8,13,Storm,26.9,3.2,-16.4,61,C,IRST,162,0.659,316.1,58,Weak,Yes,Medium,Medium,Transport Aircraft
827,UAV,29.1,28012.6,-50.27903,36.02509,356,-2.9,-59.2,298,-34.3,13.23,15.91,247.9,230,15.21,-34643,6.7,0.304,High,Electric,Low,48.3,34.1,149439,Loiter,9,15,Storm,11.1,21,-2.8,28,C,Ground Radar,371,0.953,209.9,176,,No,Medium,Low,UAV
828,Hypersonic Missile,3160.3,4581.9,-10.33552,51.60801,340,-13.6,-9.1,306,-24.8,-0.48,16.81,50.9,277,19.25,28172,13.1,0.699,Low,Scramjet,Very High,47.3,34.2,140203,Glide,1,12,Clear,25.6,3.6,34.7,33,X,IRST,28,0.813,375.6,44,Strong,No,High,Medium,Hypersonic Missile
829,Helicopter,87.3,34076.8,40.21825,-12.32365,305,3.2,-41.9,263,19.1,0.21,5.46,328.5,253,38.62,29908,17.6,0.258,Medium,Turboshaft,Medium,43.4,37.9,11576,Hover,4,16,Storm,18.2,6.4,30,73,S,AESA,137,0.762,410.4,137,Strong,No,Low,Medium,Helicopter
830,Cruise Missile,268.4,35317.8,24.74713,-168.43575,236,-6,-36.3,123,26.1,5.16,2.99,241.6,134,9.93,7390,5.9,0.08,Very High,Turbojet,Medium,10.3,47.8,64965,Terrain Following,7,3,Clear,18.3,12.4,3.7,99,X,AWACS,64,0.648,374.9,177,Weak,No,Medium,Low,Cruise Missile
831,Cruise Missile,190.3,30663.6,17.79485,-176.59,123,-4.7,-45.5,120,48.2,3.54,6,297,126,0.55,32855,6.6,0.148,High,Turbojet,Medium,42.3,36.6,199794,Terrain Following,6,28,Clear,5.5,19.8,32.1,23,L,Ground Radar,299,0.809,361.2,93,Moderate,Yes,Low,Low,Cruise Missile
832,UAV,59.4,4474.9,-48.98615,-145.26986,98,5.1,-59.2,137,-0.3,-2.45,29.99,346.1,238,25.91,-9294,31,0.149,Medium,Electric,Low,37.3,46.3,72993,Loiter,8,29,Fog,21.3,12.8,37.6,91,S,IRST,285,0.82,369.1,95,,No,High,High,UAV
833,Fighter,692.2,23131.7,-40.75378,147.09108,240,7.9,43.6,332,4.5,18.84,20.46,313.4,77,1.7,10206,20.7,0.8,Medium,Jet,High,35,7.6,56933,Combat,4,3,Clear,4,2.3,23,16,C,IRST,161,0.943,141.6,33,Strong,Yes,High,Low,Fighter
834,Hypersonic Missile,3045.8,42715.8,-2.23974,-109.49807,330,-5.8,43.8,262,38.9,12.43,16.75,70.6,336,47.42,-28742,30.2,0.073,Very High,Scramjet,Very High,21.3,6.3,24526,Glide,4,25,Storm,1.8,8.5,36.8,83,S,AESA,175,0.522,294.2,50,Weak,Yes,Low,High,Hypersonic Missile
835,Cruise Missile,226.2,25330.1,-8.24943,-116.02042,40,-6.5,-46.1,68,-49.5,9.24,16.33,68.7,21,35.24,39852,39.4,0.738,Medium,Turbojet,Medium,48.2,56.3,177142,Terrain Following,1,25,Rain,13,7.5,-17,96,X,AESA,31,0.55,489.7,24,Weak,Yes,Low,Medium,Cruise Missile
836,Cruise Missile,181,41155.1,19.91623,-125.86955,330,-7.8,18.7,343,-10.8,-2.31,2.1,255.1,170,16.19,-10034,32.7,0.159,Very High,Turbojet,Medium,17.3,4.1,106837,Terrain Following,7,15,Clear,9.7,3.9,8.6,79,L,Ground Radar,102,0.983,102.1,55,Strong,No,Low,High,Cruise Missile
837,Cruise Missile,267.5,1366,3.73958,107.34074,8,7.1,-57,124,-2.7,9.54,28.79,257.7,82,41.36,-20100,24.9,0.873,Low,Turbojet,Medium,36.9,25.2,178733,Terrain Following,1,7,Storm,24.9,13.9,33.7,56,C,Ground Radar,223,0.823,38.9,2,,Yes,Low,Medium,Cruise Missile
838,Helicopter,83.3,38913,-9.20135,-161.48179,17,-12.6,44.6,109,36.6,-0.87,24.14,176.8,266,43.65,41316,20.4,0.735,Medium,Turboshaft,Medium,21.9,44.8,160926,Hover,3,26,Storm,2.3,17.3,23.7,18,S,AWACS,482,0.528,407.3,5,,Yes,Medium,Low,Helicopter
839,UAV,66.2,25487.4,-16.63538,-50.86016,329,-9.3,-15.9,322,38.4,15.84,3.77,49,45,2.36,-8977,17.7,0.657,High,Electric,Low,39.6,25.6,123174,Loiter,3,8,Storm,26.4,0.9,-3,36,S,Ground Radar,463,0.623,541.5,96,,Yes,High,High,UAV
